Sat May 21 12:22:04 2022    main.stats

         3611503 function calls (3547257 primitive calls) in 40.564 seconds

   Ordered by: cumulative time, internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.raw_decoder}
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\time\core.py:531(scale)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\lib\histograms.py:283(_ravel_and_check_weights)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\warnings.py:165(simplefilter)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\io\fits\util.py:476(_fileobj_normalize_mode)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\PIL\Image.py:804(load)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\transformations.py:1385(_combine_statics)
       64    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\units\core.py:705(scale)
       12    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\table\table.py:259(__setitem__)
        5    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
       28    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\artist.py:860(get_rasterized)
        5    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\PIL\__init__.py:38(__getattr__)
       63    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\units\core.py:1799(long_names)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\visualization\wcsaxes\core.py:48(WCSAxes)
       14    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\linalg\linalg.py:112(isComplexType)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\PIL\JpegImagePlugin.py:616(<listcomp>)
       23    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backends\backend_agg.py:442(buffer_rgba)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\PIL\GifImagePlugin.py:50(GifImageFile)
       23    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\transformations.py:1108(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\units\quantity.py:1030(__iter__)
        6    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\io\fits\util.py:362(isfile)
       20    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\visualization\wcsaxes\core.py:621(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\visualization\wcsaxes\coordinate_range.py:4(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\logging\__init__.py:1331(_fixupParents)
        4    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backend_bases.py:867(set_alpha)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\shape_base.py:348(_stack_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\visualization\wcsaxes\grid_paths.py:4(<module>)
       72    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
       31    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:881(_find_spec_legacy)
       24    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\spines.py:212(get_path)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\timeseries\periodograms\lombscargle\implementations\fastchi2_impl.py:2(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\PIL\BmpImagePlugin.py:60(BmpImageFile)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\representation.py:2694(<listcomp>)
       12    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\_internal.py:906(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method update}
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\wcs\wcs.py:618(_fix_scamp)
       10    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\table\pprint.py:164(_get_pprint_size)
        4    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\table\table.py:2006(colnames)
        7    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\linalg\linalg.py:102(get_linalg_error_extobj)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\transformations.py:732(__init__)
       14    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:2519(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\table\pprint.py:145(get_matches)
        8    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\_collections_abc.py:367(__subclasshook__)
        6    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\numeric.py:1385(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\colors.py:650(_set_extremes)
        8    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\io\fits\hdu\hdulist.py:246(__len__)
        8    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        8    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:279(y1)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\sky_coordinate.py:799(_is_name)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\io\fits\file.py:439(_try_read_compressed)
        7    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\linalg\linalg.py:199(_assert_stacked_square)
       24    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\representation.py:742(differentials)
        7    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\linalg\linalg.py:125(_realType)
        6    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\PIL\Image.py:3092(register_save)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\units\quantity_helper\erfa.py:76(get_erfa_helpers)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\shape_base.py:420(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\visualization\wcsaxes\formatter_locator.py:52(BaseFormatterLocator)
        9    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\arrayprint.py:1193(__call__)
        8    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\lib\arraysetops.py:125(_unpack_tuple)
       23    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\wcs\wcsapi\high_level_api.py:127(low_level_wcs)
        3    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\tlz\_build_tlz.py:45(find_spec)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\PIL\Image.py:530(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\time\formats.py:209(scale)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backend_bases.py:1250(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\logging\__init__.py:1400(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\matrix_utilities.py:30(matrix_transpose)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\units\core.py:2163(is_unity)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\timeseries\periodograms\bls\core.py:26(BoxLeastSquares)
        4    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backend_bases.py:993(get_hatch_path)
        8    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\image.py:123(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\inspect.py:1838(_signature_is_builtin)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\cbook\__init__.py:431(is_scalar_or_string)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\PIL\Image.py:617(_ensure_mutable)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\representation.py:2699(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\cycler.py:55(_process_keys)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\baseframe.py:54(_get_diff_cls)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:3092(set_axis_off)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backend_bases.py:889(set_capstyle)
       22    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\multiarray.py:613(min_scalar_type)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backends\backend_agg.py:285(buffer_rgba)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\figure.py:2021(gca)
        8    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\ma\core.py:653(<listcomp>)
       14    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\table\table.py:1374(<genexpr>)
       16    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\sre_compile.py:65(_combine_flags)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\timeseries\periodograms\lombscargle\implementations\utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\visualization\wcsaxes\frame.py:17(Spine)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\extern\configobj\configobj.py:484(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\linalg\linalg.py:193(_assert_stacked_2d)
        8    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\io\fits\header.py:337(_modified)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\visualization\mpl_normalize.py:34(ImageNormalize)
        3    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\baseframe.py:649(cache)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\visualization\wcsaxes\frame.py:149(BaseFrame)
       16    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:1298(<listcomp>)
       28    0.000    0.000    0.000    0.000 {method 'rjust' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\os.py:1073(__subclasshook__)
       16    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\sre_compile.py:453(_get_iscased)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        9    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\io\fits\util.py:743(_is_int)
        4    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\logging\__init__.py:223(_releaseLock)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\io\fits\hdu\image.py:203(shape)
       34    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       20    0.000    0.000    0.000    0.000 {built-in method sys.is_finalizing}
        3    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\time\utils.py:118(two_sum)
       28    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\table\column.py:569(name)
        3    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\PIL\Image.py:2580(_check_size)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\artist.py:585(get_snap)
       26    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\PIL\TiffImagePlugin.py:361(_delegate)
        4    0.000    0.000    0.000    0.000 {built-in method math.ceil}
       10    0.000    0.000    0.000    0.000 {built-in method width}
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\time\core.py:2570(_check_for_masked_and_fill)
       10    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\colors.py:1094(scaled)
        8    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\projections\__init__.py:19(get_projection_class)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\visualization\wcsaxes\ticklabels.py:16(TickLabels)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\time\core.py:624(out_subfmt)
        8    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:289(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\config\configuration.py:74(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\figure.py:917(get_facecolor)
       20    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\cbook\__init__.py:799(<dictcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\time\formats.py:215(scale)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\sre_parse.py:432(_uniq)
       10    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\baseframe.py:671(data)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\transformations.py:99(frame_set)
       15    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\function_base.py:18(_linspace_dispatcher)
        5    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\io\fits\header.py:2260(_pad_length)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\numeric.py:425(count_nonzero)
        4    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\image.py:747(get_interpolation)
        3    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\logging\__init__.py:1671(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\sre_compile.py:413(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\artist.py:571(get_gid)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\timeseries\binned.py:17(BinnedTimeSeries)
        4    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\figure.py:1831(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\warnings.py:403(__init__)
       35    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\table\pprint.py:630(<genexpr>)
        4    0.000    0.000    0.000    0.000 <frozen zipimport>:308(_get_module_path)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\figure.py:1832(<lambda>)
        4    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\ticker.py:2433(base)
        3    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\urllib\parse.py:110(_coerce_args)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\PIL\TiffImagePlugin.py:893(ImageFileDirectory_v1)
        5    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\transformations.py:264(find_shortest_path)
        4    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:1706(__array__)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\arrayprint.py:367(_get_formatdict)
        6    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backend_bases.py:937(set_foreground)
        4    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\ma\core.py:3433(__setmask__)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\time\core.py:690(_shaped_like_input)
       15    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\visualization\wcsaxes\transforms.py:137(World2PixelTransform)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\shape_base.py:424(<setcomp>)
       10    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\artist.py:959(set_in_layout)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\units\quantity.py:842(__getattr__)
        3    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\time\formats.py:307(_check_scale)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\artist.py:864(set_rasterized)
       10    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\threading.py:1395(main_thread)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\stats\sigma_clipping.py:93(SigmaClip)
        5    0.000    0.000    0.000    0.000 {method 'keys' of 'mappingproxy' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\colorbar.py:1176(_add_disjoint_kwargs)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\time\formats.py:298(asarray_or_scalar)
        6    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\PIL\Image.py:3081(register_mime)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\sre_compile.py:249(_compile_charset)
        3    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\inspect.py:1720(_signature_get_user_defined_method)
       25    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\shape_base.py:77(_atleast_2d_dispatcher)
       10    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\baseframe.py:683(has_data)
        8    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:2249(use_sticky_edges)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\visualization\wcsaxes\wcsapi.py:259(WCSWorld2PixelTransform)
        4    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\inspect.py:80(ismethod)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\units\format\generic.py:103(_deprecated_units)
       17    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\sre_parse.py:168(__setitem__)
       14    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\fromnumeric.py:842(_sort_dispatcher)
       12    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:378(<genexpr>)
       10    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\table\pprint.py:585(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:2719(<listcomp>)
       16    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\fromnumeric.py:1924(_shape_dispatcher)
       20    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\copy.py:182(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\timeseries\periodograms\bls\core.py:760(BoxLeastSquaresResults)
       10    0.000    0.000    0.000    0.000 {method 'move_to_end' of 'collections.OrderedDict' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\inspect.py:236(istraceback)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\visualization\wcsaxes\transforms.py:59(CoordinateTransform)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        4    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\colorbar.py:493(_extend_lower)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\colorbar.py:979(_find_range)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\visualization\wcsaxes\coordinates_map.py:11(CoordinatesMap)
        6    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\inspect.py:2246(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\visualization\wcsaxes\transforms.py:168(Pixel2WorldTransform)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\representation.py:944(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\artist.py:785(get_alpha)
        7    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        9    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\abc.py:7(abstractmethod)
        6    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\angles.py:155(_convert_unit_to_angle_unit)
       16    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\table\column.py:586(format)
        8    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\table\pprint.py:47(get_auto_format_func)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        8    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\ma\core.py:781(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\io\fits\header.py:119(__len__)
       16    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\ticker.py:1910(tick_values)
        8    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\scale.py:310(<lambda>)
